"TIF","BLUEBOOK","TRAVTIME","AGE","CAR_AGE","YOJ","INCOME"
6,5530,46,42,10,14,40278
9,25710,46,57,8,14,92107
1,29510,48,36,2,14,244077
11,17970,9,38,23,14,126748
1,5320,21,26,7,11,12241
16,8810,18,48,2,13,25095
9,5080,34,45,8,12,35826
17,5620,30,41,19,12,65484
1,8760,21,48,11,8,24602
5,16440,10,39,2,12,23671
7,26250,22,49,9,12,174330
7,11050,33,47,2,12,48518
6,10960,27,44,2,13,31527
1,26010,28,57,13,15,188060
4,17400,11,50,8,9,30957
10,8230,5,42,2,12,10807
4,8350,59,36,2,13,32475
1,18320,44,36,11,13,54029
9,17990,38,56,9,13,53595
4,18800,39,41,11,15,27046
10,12410,62,43,2,1,1
1,7100,35,57,2,15,51122
7,14540,45,41,2,12,48231
1,29670,24,48,2,15,50202
11,6950,5,35,5,11,18048
4,6530,24,41,2,15,17322
1,17630,18,48,10,10,29929
6,14130,37,46,9,12,80337
1,13110,22,47,18,13,33910
6,41400,10,55,9,14,192329
10,13340,31,46,10,14,72384
6,28520,34,47,2,7,23596
3,8020,20,48,19,13,65220
4,5730,24,64,2,16,42333
1,13480,77,42,9,13,54029
3,1500,44,40,6,8,30744
6,18700,40,47,12,9,59246
7,6400,15,49,10,13,93492
4,12400,44,54,11,14,40784
1,17160,12,43,7,13,71236
6,6030,30,32,7,12,3166
4,5600,38,41,18,1,54029
14,16390,25,53,13,8,59446
7,20850,28,51,12,12,142546
1,6460,28,51,10,14,54029
18,12810,6,43,9,15,17722
1,34220,49,50,7,12,526
6,14680,46,39,11,14,91165
1,20670,47,39,13,14,16863
9,6640,15,40,7,15,51402
4,6810,47,44,13,12,116328
10,15710,53,50,18,14,111255
10,18460,41,52,11,13,47162
3,15380,20,57,15,12,54029
3,7950,11,59,2,17,54029
10,17510,55,34,2,12,456
4,7040,50,28,2,11,23428
7,14810,46,40,7,12,1
6,10090,39,44,7,12,41936
19,6400,16,49,13,12,47514
7,11930,40,45,10,13,47908
1,39540,30,41,9,12,95904
9,8180,46,43,10,15,15260
1,17660,21,55,2,11,43349
6,4390,67,39,9,10,54029
6,6830,48,48,4,12,21247
1,4300,27,28,7,1,1
10,11500,5,38,2,11,61958
1,2250,26,48,18,8,49861
7,7870,21,50,8,8,63725
1,23610,57,35,17,11,78261
6,7410,29,32,2,1,1
10,16510,25,27,20,14,123063
8,35420,37,48,2,13,85222
9,16700,52,32,2,9,16721
11,9910,38,44,8,1,54029
4,15840,43,46,2,10,52339
6,31640,46,55,2,14,240199
1,12310,45,45,11,15,51166
1,12730,26,51,10,10,61294
1,36370,19,61,18,16,103018
6,23070,5,47,13,9,54029
1,12610,48,50,8,14,61083
1,29900,38,47,2,14,129416
3,6400,33,49,8,12,9445
6,8000,36,37,11,13,32925
1,6900,18,54,22,16,64788
6,4200,12,27,7,1,1
7,13270,43,42,13,10,117741
1,26620,22,53,12,1,1
6,15610,25,48,4,11,45686
10,29700,34,56,9,18,97671
1,22920,90,49,2,1,1
1,6600,25,50,13,14,114093
11,16620,49,62,13,16,64812
1,11050,10,42,12,12,35588
4,18790,41,39,16,10,133921
14,11630,12,48,15,1,54029
9,26030,40,57,18,14,75144
7,10030,61,52,2,15,33256
1,26520,50,47,17,17,13638
7,6000,13,34,8,13,11048
7,15670,31,41,9,12,1
6,19710,37,48,16,12,64287
1,10280,42,40,8,9,47842
7,20490,30,58,10,13,69195
11,15850,56,33,7,12,70236
1,38550,41,47,18,14,166360
1,7210,44,45,13,15,12107
1,5470,33,20,7,1,1
3,10430,33,30,12,9,59337
1,9470,45,35,2,9,44681
4,9640,17,47,7,11,21282
1,16210,38,37,9,11,41487
4,16920,14,35,14,12,16428
1,7320,58,27,8,16,31169
14,6030,44,30,16,14,15279
1,16670,48,47,2,9,63937
4,13090,22,56,2,12,49980
1,22520,21,48,12,13,6506
13,1500,15,40,20,9,83223
9,24710,17,33,14,13,101223
4,14720,27,57,6,16,121506
1,13110,36,45,2,1,1
11,14080,41,49,9,15,39590
6,18560,27,49,19,12,54029
4,22780,40,42,13,12,69826
4,10440,53,46,8,13,54029
6,7790,8,39,2,8,45693
6,13710,37,48,2,7,32425
6,23110,21,36,2,10,79802
4,28000,16,57,15,13,59306
1,18080,19,43,15,16,122807
7,27320,56,56,14,17,47863
17,6730,40,50,11,9,91590
6,28390,52,50,2,14,61303
1,12300,49,32,13,9,76003
8,35350,5,50,13,15,226781
4,5840,58,41,8,16,43393
4,17360,29,50,12,14,195524
10,9970,33,48,2,15,69644
6,9980,38,38,8,16,15615
1,9390,19,58,2,14,36951
7,16670,52,33,10,1,1
4,27800,37,53,9,12,10544
1,6600,27,51,14,15,102470
1,12890,11,37,10,15,76931
1,22440,36,51,12,16,142522
13,26410,59,54,2,15,59691
6,23120,24,38,7,13,149454
6,9530,33,41,4,18,21697
1,22930,26,48,2,12,39286
6,5900,37,44,2,13,5070
6,19250,5,27,6,14,26013
15,26370,21,50,20,11,199654
10,18260,21,62,10,16,35297
10,16410,30,26,2,12,56348
4,19410,44,57,17,12,72612
9,3550,18,41,2,1,1
6,22480,51,51,17,9,25153
7,26900,17,45,20,10,109238
6,2320,44,41,6,1,1
1,7790,8,62,14,15,25483
7,13380,45,47,2,16,62069
4,7110,21,52,9,11,4120
7,7700,69,43,2,18,19013
3,28420,17,55,8,13,130163
1,17270,34,51,2,14,106723
7,20350,27,39,10,11,44921
4,14000,34,39,10,17,66526
9,27190,28,55,16,13,26598
6,6700,43,52,2,8,73575
1,12160,32,39,10,12,67609
6,27910,40,49,16,3,132360
7,11060,18,40,20,14,55600
6,1540,39,40,25,15,382
1,1500,22,48,16,13,111784
1,17550,25,39,10,13,957
4,17040,69,40,16,10,78659
4,18920,44,41,18,10,107815
6,13950,13,55,12,14,59218
9,6760,62,35,11,11,17618
1,13390,24,32,9,16,29207
4,27540,5,48,12,8,70309
1,7750,57,27,2,15,26841
7,18660,33,51,21,9,112820
1,7500,29,43,2,14,14217
1,6100,48,46,8,5,56063
1,15670,52,47,7,11,70242
6,23260,37,58,2,9,83522
1,30110,47,42,14,12,74356
1,11460,64,47,17,13,128797
1,3500,36,33,19,11,93523
10,6970,52,47,2,1,1
3,12780,37,49,10,12,63828
10,4600,13,31,9,12,70310
1,21190,18,47,7,1,1
4,10810,5,56,19,16,93073
1,8780,26,45,2,18,38213
1,9360,38,31,7,16,47630
13,12010,28,29,2,15,15937
8,13760,14,50,2,15,62495
10,11350,35,46,10,14,26354
1,6800,16,53,10,17,59271
1,30250,33,43,24,11,134470
1,16060,35,44,9,10,91786
4,1500,18,36,8,8,6019
17,22140,61,55,6,14,54029
13,12710,28,57,2,9,54029
6,32050,20,56,19,13,43370
9,32020,48,34,16,8,161847
1,13570,33,50,10,15,54029
3,6300,55,49,12,10,114680
6,11740,32,35,12,9,84394
4,17720,29,45,18,11,89188
4,5750,33,33,10,15,40206
9,21120,51,56,21,13,140202
1,37360,40,55,20,16,124834
3,4700,18,30,2,11,7133
6,14480,45,39,12,14,37444
10,22040,5,55,2,1,1
4,9760,46,47,4,14,31611
4,24600,25,36,2,20,34659
6,21930,29,54,2,12,32691
7,24000,12,43,17,12,73248
4,24410,19,44,13,13,156494
4,5470,51,36,2,14,66860
6,12130,40,41,20,12,65347
16,17190,50,49,2,11,54029
11,21140,25,33,10,14,163437
1,5730,46,55,20,11,85025
6,5500,31,40,12,9,35661
7,6500,5,50,18,13,45970
6,20800,21,45,17,12,147991
1,26460,36,38,8,12,54029
9,11580,5,55,14,8,45788
10,12430,47,46,2,8,100252
6,21620,28,42,11,13,46178
5,7950,24,32,7,13,30771
1,20450,48,44,2,12,28046
10,18910,14,45,16,12,106016
1,15620,58,59,2,14,82232
9,18490,61,48,8,15,96660
3,9550,19,47,8,13,28069
1,19520,46,47,2,12,27382
6,24020,34,43,18,9,153779
7,2230,14,35,2,16,7351
6,6200,15,49,12,10,94063
7,7300,46,47,24,13,94524
6,6740,46,51,13,11,52392
1,1500,5,61,8,1,1
1,9840,38,49,8,10,34428
9,10870,36,45,2,17,30112
8,7520,5,44,13,13,60218
6,17920,50,30,2,11,33064
4,45480,14,56,16,7,103504
6,18060,31,42,15,14,156533
10,4390,34,37,2,12,28908
4,5800,28,43,12,12,54029
1,33610,13,30,2,8,57554
7,26370,43,50,10,13,131312
10,7090,56,47,9,13,76812
13,1500,17,44,6,1,1
4,6270,27,34,8,14,86324
6,14830,23,41,20,9,91620
6,10210,72,38,8,12,64346
2,10690,56,40,2,13,51883
1,14580,27,45,8,12,87039
1,25060,58,40,16,11,89007
4,23030,14,49,2,14,99494
1,20520,33,58,13,14,69880
6,27620,53,60,15,14,57390
10,17180,32,45,2,11,61854
1,13010,39,45,2,13,81265
4,18670,69,43,2,16,57425
4,5800,55,43,5,11,72895
1,14830,5,44,16,11,70540
1,8310,27,44,7,8,24092
9,16920,12,54,5,11,19921
1,35830,21,52,11,14,223021
6,13200,41,46,9,14,83188
4,12490,51,40,12,14,69947
6,11830,15,49,9,17,54289
1,6550,33,49,13,15,1464
1,6700,31,52,9,8,1424
12,9830,41,49,2,9,31874
10,5600,44,42,9,9,28692
6,20790,16,43,2,14,63358
17,5720,5,37,9,17,5176
1,19680,19,43,10,14,181819
3,12150,19,43,9,10,63512
10,24180,32,53,11,14,61487
1,27460,50,49,22,10,51577
6,1500,11,47,2,14,32612
16,5900,25,44,1,17,30561
20,4860,28,45,20,11,55627
7,6710,45,53,12,17,63270
4,6220,40,41,2,16,6233
9,23020,21,38,2,12,42230
7,11910,40,44,7,12,1
7,20600,76,47,21,9,104020
15,26310,20,62,18,20,174141
1,11160,27,40,2,10,56627
4,2860,32,47,7,10,2401
3,17440,10,47,19,13,112367
4,6790,30,39,10,10,35367
1,10320,55,48,21,12,84043
21,10310,44,38,13,15,50105
10,3300,61,46,5,6,17992
1,11320,5,52,19,11,46184
1,5950,27,25,2,1,1
1,15420,33,47,2,1,1
1,11220,48,44,20,12,75162
10,5400,59,39,9,14,51982
4,24770,27,37,2,12,5591
11,16930,30,52,11,13,143074
1,21460,21,51,8,12,66805
1,1500,22,36,2,10,12547
1,15810,18,47,12,13,78439
16,21260,30,43,20,4,154612
3,14860,41,52,2,11,32029
10,13350,42,32,20,15,86540
10,11200,51,37,9,10,38201
8,10130,21,49,2,12,54029
1,26350,10,28,6,12,12892
1,11630,36,41,7,10,101338
7,5300,20,41,7,15,7864
4,21250,32,66,18,16,90935
10,9160,8,44,2,13,32634
6,7630,58,38,2,16,23298
13,15580,24,48,22,9,66703
1,18170,20,58,15,17,100959
6,22680,24,45,17,14,69159
6,20590,54,37,2,1,1
6,8410,47,45,8,16,24102
1,23130,24,49,4,12,62976
1,19710,27,42,8,11,60523
1,21990,24,38,2,15,21572
1,33800,45,51,12,12,54029
9,16870,25,46,9,12,80184
2,8130,27,54,8,15,60116
3,20160,81,38,7,10,97609
13,16000,36,48,15,11,82237
1,4500,60,30,9,1,1
4,6300,26,46,7,11,23966
1,37080,45,53,7,13,80330
3,11570,41,45,4,12,53897
10,14750,36,29,2,8,25691
10,11150,51,53,8,11,41925
4,6200,24,49,2,1,1
6,4500,26,31,2,8,27440
4,1500,42,51,7,16,109837
11,11530,22,38,10,10,62291
6,5110,35,33,8,12,3069
6,22110,53,46,20,9,177563
4,33550,36,48,8,13,80017
3,31510,36,31,2,14,30090
1,7500,33,60,14,12,71841
11,9340,40,46,8,9,23656
4,30620,5,36,14,13,105675
6,15570,36,27,10,14,67169
6,23120,70,37,15,16,62895
1,5990,34,41,2,1,1
6,16600,61,47,2,6,32578
3,19860,36,46,12,14,66523
1,15800,5,43,7,13,72606
1,23970,50,37,4,13,87763
1,27010,35,50,20,13,108225
1,25620,39,61,7,9,19223
6,25550,45,61,20,13,179537
10,33600,27,32,8,14,189094
10,13730,26,41,11,15,45154
17,6100,53,46,13,1,1
9,11120,74,39,2,14,31907
18,32660,41,57,13,16,94043
7,5700,37,42,2,14,30459
10,17300,33,19,6,10,6285
1,1500,37,57,5,1,1
4,11440,35,58,15,14,151815
4,5470,8,56,2,14,23831
7,24380,34,48,12,11,123224
6,10010,32,42,12,11,38944
6,28800,48,37,13,17,122599
4,1500,21,38,8,1,1
7,13830,24,51,7,15,35580
13,16310,49,53,12,12,88713
6,12100,37,51,20,13,106037
7,11980,47,34,13,10,36649
9,7900,24,46,14,14,64031
14,20970,26,41,14,11,97498
4,22670,64,54,8,14,39049
11,21380,45,33,8,1,1
1,6600,35,51,2,19,30532
10,21060,5,55,12,14,54845
1,20340,16,52,2,16,61587
6,18820,5,30,14,12,200176
1,21650,13,52,11,12,106170
10,9550,39,34,8,13,80476
13,6500,40,46,8,8,4035
6,15670,57,45,2,13,36545
10,21130,44,43,5,12,56332
9,22000,30,46,9,12,47521
13,20580,31,44,19,15,134968
6,29940,13,56,6,13,54029
4,20610,25,67,9,18,30183
6,22250,33,47,2,12,58415
1,30200,40,52,7,12,90350
6,5980,25,33,11,12,5207
7,9730,27,48,2,6,78375
14,13340,26,52,5,12,12170
10,35340,44,50,8,15,81494
1,6360,8,49,21,10,71193
1,12360,21,36,2,1,1
18,33920,30,42,15,11,137879
4,28600,23,21,2,7,5412
4,8760,55,26,2,11,46605
4,26880,21,42,13,12,105797
1,11730,46,32,7,12,70299
6,17810,20,54,13,17,49269
5,5400,5,39,7,1,1
10,8520,44,39,12,13,33571
4,6300,5,48,16,8,114870
4,13240,20,45,10,13,5107
1,14410,39,46,8,11,21239
4,11560,17,51,11,13,58715
6,22280,49,59,14,13,83209
1,13540,46,37,2,17,50823
7,23860,25,51,2,16,23773
6,13790,37,63,15,10,87517
4,11900,9,41,15,14,104002
4,10600,11,52,15,12,66140
4,7300,34,38,9,9,62178
1,6600,50,51,11,12,69555
1,14190,58,43,2,9,45305
11,14730,18,45,8,13,87335
1,11350,28,52,13,12,40602
18,6050,8,24,6,10,21456
3,15930,66,40,2,14,54029
6,11860,57,55,2,12,39976
11,17650,52,25,2,1,1
1,16850,22,63,10,16,42210
17,10860,34,37,11,14,56638
13,10390,38,49,14,13,50296
10,5450,80,56,2,5,95561
10,14590,17,49,13,12,115667
4,3170,19,33,2,6,12068
1,14530,47,54,2,1,1
1,5900,17,44,14,12,126024
6,9610,44,36,2,13,53170
10,29190,59,29,9,9,38495
4,23660,42,32,9,11,6931
1,28460,45,51,2,13,40039
4,6400,36,49,16,11,73242
4,29980,14,48,14,12,138906
1,17990,30,56,3,11,29784
1,13880,21,37,14,11,86755
15,13240,51,37,2,15,66176
6,13730,50,56,14,15,80720
7,8980,46,73,15,16,1774
4,10230,20,48,2,12,11516
1,7520,69,48,9,10,12170
11,13450,40,33,10,15,86452
3,22930,53,54,13,12,95025
1,9540,61,25,2,14,55423
10,7890,30,42,2,16,21864
1,7330,44,46,5,4,54029
1,12820,44,55,10,3,38372
4,10340,34,43,2,13,46794
6,7220,44,48,8,1,1
1,11650,7,56,9,16,92146
13,19520,38,48,9,8,24213
1,12060,26,40,5,8,14849
13,15210,54,41,7,13,14130
4,5670,20,56,20,16,88859
6,9240,17,40,15,13,77389
7,41230,41,55,18,12,241409
3,6000,30,29,2,12,15959
9,10930,37,47,14,10,47332
1,18110,48,49,13,11,29999
6,2160,26,56,7,17,38339
4,5720,12,38,7,13,54029
6,6400,26,49,13,13,106542
1,29470,38,30,2,12,175173
10,28890,43,43,14,16,89535
1,38900,36,39,2,14,110252
7,24210,28,44,17,12,50748
6,10490,22,50,9,16,39862
1,10670,31,51,11,12,54029
19,26660,23,52,13,13,99035
1,11460,29,33,11,8,66605
6,13410,26,37,15,9,85209
1,7710,31,48,9,14,59233
6,4200,29,27,7,12,64413
4,26370,38,48,8,9,28013
4,5200,13,34,9,11,19743
1,13100,34,39,2,6,77045
1,7700,33,37,11,13,62011
7,29850,33,52,2,16,99964
10,7200,40,57,2,12,33708
13,3340,45,30,6,10,18448
7,12040,5,48,2,12,65241
6,15470,49,47,15,12,90306
1,8730,8,49,10,12,54029
9,20030,41,51,9,13,55658
4,23090,5,46,5,7,83278
1,16230,38,55,2,17,174356
1,10110,9,31,2,8,6250
8,19520,43,62,17,8,71962
1,3870,21,23,9,10,54029
6,12520,56,47,8,12,17098
4,17730,25,45,25,11,117310
3,5100,29,36,2,14,16213
10,6100,28,46,9,10,99088
4,5100,30,36,9,9,32906
1,13810,43,45,15,12,78062
1,14330,17,40,15,12,72641
6,21690,6,40,19,12,137395
4,12530,5,60,13,9,50280
9,6350,26,28,2,12,4088
6,22620,31,47,15,13,64546
4,11840,31,33,10,13,70409
1,11820,71,47,8,5,12766
11,23790,16,36,2,9,34504
1,13580,46,59,18,16,61834
7,9590,33,38,4,11,50689
10,18120,44,56,14,13,48415
1,5800,16,43,17,10,122307
11,13640,30,43,12,12,11501
1,9660,35,46,11,14,66068
7,34700,43,36,14,11,149141
1,15910,5,53,20,15,123266
16,9930,8,30,9,19,22781
1,8110,43,42,7,9,24077
4,17520,23,51,18,12,109180
1,15600,28,40,7,12,60158
4,8840,40,35,13,9,30783
1,6200,30,47,10,1,1
7,18580,47,44,2,14,72812
1,11530,47,42,9,18,55806
1,22280,37,54,9,13,10839
1,6560,49,49,6,12,1574
1,5400,53,39,21,13,72696
1,6500,48,50,18,1,1
16,6670,38,49,15,9,156754
6,11450,38,48,9,11,70211
4,11430,5,55,11,15,98790
6,36260,9,47,14,9,185672
1,32140,18,48,22,17,140391
1,25530,57,58,2,20,42486
4,12950,29,57,13,5,50398
19,22090,38,34,7,1,1
13,19480,36,58,2,14,41697
1,8620,33,27,10,11,44209
6,17560,20,39,12,12,121627
1,33110,30,43,5,16,39565
1,11780,64,42,12,13,44615
6,7970,39,45,7,17,40391
1,40900,22,54,12,12,50458
13,28610,30,43,13,9,196975
1,8330,38,39,8,12,52587
6,24370,52,57,12,12,113404
7,6850,17,29,8,13,24465
7,18840,5,42,10,13,62387
6,19920,33,45,12,13,139240
1,25540,11,53,11,16,75185
3,38290,25,48,19,12,151980
1,22330,16,24,2,11,55493
13,15700,28,63,20,3,38112
1,38870,78,42,8,14,63031
6,1500,44,41,6,1,1
1,9310,39,55,15,13,62925
4,6000,41,49,7,12,105647
1,13520,30,41,2,14,79191
6,24860,5,46,14,6,95641
1,29600,16,40,6,12,214805
1,13500,14,37,14,12,54029
4,19520,21,40,20,13,306278
1,7010,44,39,7,10,16150
4,13540,45,53,2,14,64994
4,7960,17,58,2,12,38436
6,9280,27,41,2,9,36808
7,5820,40,30,9,9,13187
1,19440,21,37,17,13,117783
1,14890,33,30,10,14,103882
10,15940,51,47,2,12,33047
1,10750,42,44,9,17,48526
4,6700,20,52,15,14,32968
1,17220,25,48,13,9,54029
1,13040,30,58,6,10,53527
6,19790,44,36,19,14,77926
1,12020,35,46,7,14,59245
1,10830,36,42,8,10,34561
1,24120,37,39,6,12,47425
7,9710,25,52,2,14,30150
6,12660,16,49,6,12,62581
11,34700,5,34,7,17,49924
13,14690,17,53,15,15,70372
7,18850,28,25,2,11,35715
3,26420,31,44,6,14,99556
10,16370,21,38,2,12,35184
1,5620,39,38,2,18,3152
1,24500,36,42,11,11,45376
3,20070,28,34,9,11,8904
4,6210,26,38,9,15,40543
8,25300,5,33,8,12,60050
10,34170,26,56,16,12,70342
4,10880,5,49,11,13,44768
13,19020,35,34,8,17,37544
1,2040,15,46,9,15,54029
1,13250,34,32,2,13,17454
6,12100,30,45,6,11,22336
1,19260,23,45,6,14,37406
1,7270,7,41,7,14,16681
7,14430,56,56,7,14,30011
1,28620,28,49,13,1,1
7,8210,11,40,2,10,27072
1,14770,18,43,2,16,54029
1,15870,35,54,2,11,41346
13,26410,52,47,14,13,76664
6,4940,9,34,9,12,409
3,16040,5,41,10,9,104437
4,13600,18,56,18,14,111703
1,17050,16,41,15,16,92260
6,30810,52,30,10,14,2520
1,16550,11,44,14,15,88372
1,1500,47,48,2,12,34450
6,12010,57,46,18,12,82038
6,13760,72,42,17,13,80624
1,9200,34,36,2,11,22363
1,24550,40,50,21,5,111355
9,6000,31,45,8,12,1
1,1780,24,34,4,12,2786
10,7200,29,57,6,15,27146
10,6000,41,51,2,10,44978
1,20250,22,40,10,11,54029
6,16300,44,56,8,15,93803
13,26330,26,56,11,14,169762
6,15000,14,56,16,14,108028
13,19590,10,42,2,1,1
6,18260,53,28,2,13,35451
3,26330,65,26,9,10,117985
1,14460,8,33,10,13,91435
1,33870,47,49,8,13,102665
1,15430,12,41,21,13,188473
1,18800,47,41,2,12,12286
3,7400,45,59,12,1,54029
4,12880,28,51,11,13,118822
1,13790,24,40,15,10,70382
3,12050,9,48,2,12,105517
10,11300,23,38,12,12,60027
6,18060,58,62,9,8,69910
1,30300,5,46,10,12,24343
5,10110,65,41,14,13,45136
13,6720,44,48,7,17,4184
13,20040,53,61,9,13,31717
3,18940,29,48,2,17,97830
6,11550,38,59,11,11,19662
7,26470,20,52,17,16,74469
18,17930,18,40,14,16,57161
1,9090,25,40,19,13,35911
1,22410,5,47,8,13,8779
1,19340,35,38,2,12,1730
4,28440,39,65,12,16,68305
11,13190,24,39,12,14,77915
6,10410,15,46,20,13,54217
6,9850,33,52,2,16,31520
4,26220,39,31,2,8,41197
10,16710,43,54,17,12,73831
13,5340,28,34,2,10,38363
12,10100,29,46,2,11,54029
6,8840,28,63,23,17,73359
1,16610,36,50,11,12,101131
6,18510,48,53,9,10,48793
1,14750,20,37,10,13,58695
3,17160,17,45,2,9,57366
6,21340,8,43,16,11,155447
6,33130,28,50,9,14,176649
1,16330,5,46,23,13,102272
1,14560,34,60,10,17,3104
7,4100,35,26,18,16,157650
1,23710,56,38,11,14,136646
10,11180,24,44,2,13,64587
1,1500,22,52,6,1,1
1,10820,13,33,14,13,58087
6,14130,17,41,8,16,38602
1,1500,27,50,8,1,1
4,21400,52,44,2,13,51280
6,17350,17,25,6,1,1
3,17650,40,47,2,10,54842
11,10040,8,46,8,8,39394
3,9550,30,29,14,18,51530
1,7500,27,43,6,15,17027
6,30080,67,40,15,12,75979
1,5400,25,39,6,9,115183
6,8450,5,32,2,9,54029
14,12720,37,42,2,7,48835
6,37170,50,47,16,14,171349
9,5820,44,40,8,14,3170
3,13940,34,39,10,11,30994
13,23340,18,48,2,11,39214
10,8710,57,40,2,12,32061
1,10420,48,43,13,16,46169
1,5400,103,39,14,1,1
6,14420,46,34,2,16,28089
1,22620,30,55,17,15,207045
6,8810,13,45,2,10,54029
1,2590,27,50,10,1,1
6,18440,20,50,2,10,46681
4,24100,33,66,10,14,61474
1,11180,43,40,10,12,71282
10,17670,27,45,9,15,41493
1,26090,15,46,10,12,142853
1,41440,53,57,14,17,193619
7,13520,8,48,2,17,35344
3,9090,35,46,2,12,34209
9,11140,35,37,10,11,80577
8,11220,39,52,15,12,45181
1,34800,33,43,13,16,220896
14,21550,58,30,13,14,118113
15,30780,73,49,17,13,54692
6,28300,37,56,8,14,134449
4,21920,32,30,11,11,39711
4,31080,8,43,14,12,68045
1,15930,38,49,9,1,32515
7,9360,37,36,2,4,17885
10,16540,42,52,11,13,52224
1,6300,33,48,14,9,309629
1,30930,31,46,12,12,109085
3,21920,62,52,2,8,56627
1,20370,66,63,6,16,47277
17,12040,47,51,17,12,103375
1,69740,26,56,16,12,70342
1,15340,22,39,7,16,26738
6,30570,17,40,2,8,38590
6,39900,26,45,18,14,136409
6,28890,28,47,8,12,150685
1,12660,18,38,6,13,26918
10,4960,18,39,2,13,34624
6,27060,17,53,12,12,42479
6,12090,39,48,2,8,57907
1,25100,21,56,21,11,143905
4,21680,46,45,11,18,111269
7,9160,39,39,2,11,13318
1,18970,5,57,6,8,113039
1,30840,13,39,15,9,70154
4,18760,19,52,18,12,87752
1,27240,35,28,8,14,43911
4,5920,19,53,18,13,44236
10,17240,77,47,9,12,54029
7,24660,8,37,11,12,43712
7,31430,42,40,2,13,37077
9,13060,5,48,8,12,53629
3,23830,30,37,2,13,16830
1,9540,43,56,2,1,1
4,8030,40,56,13,7,65292
6,16080,23,45,2,10,29806
1,31770,41,66,2,12,72782
1,8620,24,37,2,13,78
1,7360,29,37,14,10,58572
4,26070,19,43,14,13,164734
6,10840,42,48,7,10,45372
1,30840,29,41,19,12,84767
4,17480,17,58,2,15,56859
10,17390,30,52,16,12,106943
6,15960,21,44,9,12,91669
1,22670,34,41,2,11,39321
1,24910,19,38,2,13,33490
6,8330,77,44,2,14,18155
7,7180,24,29,8,1,1
1,7930,45,34,9,8,30338
10,10050,60,27,2,11,17687
7,18180,53,47,8,14,61215
1,12580,36,42,8,13,38945
1,12880,40,49,14,12,65660
1,33810,25,52,17,4,229366
1,6000,15,47,2,12,30836
3,20730,17,48,6,13,88662
4,6220,25,44,2,10,79665
1,18960,63,33,12,13,79727
3,14400,17,36,8,9,84098
10,6200,42,47,13,11,54029
7,31310,32,45,17,14,278657
4,9980,15,44,13,15,40820
16,19940,5,38,15,16,40343
6,10220,38,46,2,13,33871
4,5980,22,34,8,9,102729
10,27240,31,51,11,8,66588
1,13490,10,59,12,12,71227
10,10660,36,36,2,8,19444
1,10730,36,29,2,14,58774
4,18500,9,51,6,8,53265
15,14260,33,54,14,14,73562
4,39420,7,42,2,14,54029
4,4680,33,50,2,15,31437
6,10710,12,42,19,8,50059
1,18040,32,46,21,8,165374
13,11240,34,34,22,8,63368
10,21880,20,40,8,12,43387
6,21030,41,48,11,12,76582
1,40420,18,55,18,14,145861
6,24620,6,35,6,10,13866
10,7750,29,43,2,12,54029
4,6210,38,36,8,11,34058
4,7000,35,57,14,17,71519
1,40880,18,53,24,12,119274
7,17110,57,37,2,9,54029
1,5430,35,35,2,15,4291
16,15560,26,64,10,12,76553
11,22770,17,55,2,15,50493
4,17370,60,44,8,13,2512
1,13520,41,52,23,18,68185
6,14390,48,42,2,15,41194
10,17990,35,36,2,12,54029
4,27310,10,52,11,10,138005
1,30230,26,51,15,13,195075
1,34480,19,60,2,10,75500
4,13990,20,46,8,12,26267
6,28360,50,46,2,7,74418
13,21130,42,44,20,9,152293
3,7100,19,56,12,11,106344
10,18480,49,36,19,13,48510
1,12000,44,52,2,13,43994
6,12850,62,38,2,16,2611
1,31550,5,57,9,15,54029
7,21540,14,44,21,10,156368
1,10780,22,43,2,12,49835
4,6300,33,48,10,12,38312
4,18480,27,51,15,14,109057
7,33210,37,36,2,13,115702
1,6200,17,47,18,1,1
1,8390,24,59,10,14,66943
9,9690,60,45,13,15,36913
4,19680,45,43,10,12,1
3,17600,15,50,22,12,33855
12,14620,30,33,15,12,65010
4,5580,5,37,2,1,1
6,10320,33,43,8,12,29082
1,29050,54,40,11,11,98339
1,9810,37,35,12,11,46193
14,46990,55,39,10,13,70674
4,8860,35,38,2,12,1730
1,10740,64,39,9,10,40717
7,30070,47,46,10,15,31277
1,6700,26,52,2,1,1
4,11370,18,51,2,9,47707
10,12060,37,47,2,12,58415
7,8870,5,53,13,6,20684
6,15350,19,40,13,15,53457
7,12680,6,37,11,12,73942
1,25040,50,34,2,9,47690
1,13580,35,53,12,12,67800
1,26780,65,40,3,14,114033
1,8850,35,49,6,15,24491
4,15380,5,51,13,10,78284
1,14230,5,46,15,12,252147
13,11080,42,54,7,16,38085
1,7370,59,43,7,13,15716
10,8500,41,70,9,18,54029
7,8250,30,36,2,1,1
6,14190,39,63,22,12,93591
1,16900,62,47,23,12,2917
13,17700,5,32,7,1,1
1,15770,22,36,16,9,41425
6,11160,37,47,9,12,20301
1,24050,9,60,14,15,87356
7,22050,19,62,5,13,47591
1,15780,31,52,20,10,60030
6,14620,18,51,2,13,54029
7,21640,24,49,2,12,60122
4,17940,41,41,2,18,29440
12,14670,26,39,8,16,92703
6,4700,56,34,2,11,34707
1,18850,31,33,10,13,70409
4,19610,64,50,2,12,98348
4,7960,30,31,8,11,33552
7,13740,49,57,12,1,1
